OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentText,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20171-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0025,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884046.0000000000,,Aluminum,Dissolved,1340,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01 \\Custody_ID: WAPBASE 20171-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0025,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884093.0000000000,,Sulfate as SO4,Total,3083,mg/l,,300(A),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2007,5,mg/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20172-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0023,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884044.0000000000,,Iron,Dissolved,60,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 20172-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0023,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884063.0000000000,,Manganese,Total,696,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,3,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 20172-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0023,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884061.0000000000,,Aluminum,Total,560,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20172-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0023,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884043.0000000000,,Aluminum,Dissolved,70,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 20172-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0023,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884062.0000000000,,Iron,Total,260,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01 \\Custody_ID: WAPBASE 20172-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0023,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884084.0000000000,,Sulfate as SO4,Total,233,mg/l,,300(A),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,5,mg/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20174-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0021,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884040.0000000000,,Aluminum,Dissolved,170,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-DISSMETAL01 \\Custody_ID: WAPBASE 20174-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0021,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884041.0000000000,,Iron,Dissolved,80,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 20174-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0021,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884059.0000000000,,Iron,Total,230,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 20174-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0021,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884060.0000000000,,Manganese,Total,695,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,3,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 20174-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0021,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884057.0000000000,,Aluminum,Total,240,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01 \\Custody_ID: WAPBASE 20174-STONY2004-0,Sample,6/3/2004,STONYSPC,,211WVOWR-PNB-017-0021,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007884080.0000000000,,Sulfate as SO4,Total,778,mg/l,,300(A),USEPA,,,,"Bio-Chem Testing, Inc.",6/7/2004,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212189.0000000000,*Non-detect,Chromium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212163.0000000000,,Manganese,Dissolved,4.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212183.0000000000,,Aluminum,Dissolved,0.127,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212162.0000000000,,Manganese,Total,4.17,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212161.0000000000,,Magnesium,Total,55.9,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212186.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212185.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212166.0000000000,,Sodium,Total,4.16,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212187.0000000000,,Calcium,,59.7,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212179.0000000000,,Iron,Total,12.8,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212160.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212159.0000000000,,Iron,Dissolved,10.3,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212170.0000000000,,Zinc,Total,0.144,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212176.0000000000,,Copper,Total,0.002,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212182.0000000000,,Aluminum,Total,0.649,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212188.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212177.0000000000,,Fluoride,Total,0.119,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212168.0000000000,,Sulfate as SO4,,343.4,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200048-1-20040819-0,Sample,8/19/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212184.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213309.0000000000,,Iron,Total,1.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213312.0000000000,*Non-detect,Magnesium,Total,,,,3111-B,APHA,,,,,,10,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213318.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,10,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213310.0000000000,,Iron,Dissolved,0.78,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213314.0000000000,,Manganese,Dissolved,0.65,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213313.0000000000,,Manganese,Total,0.69,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213311.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,2,ug/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213325.0000000000,,Aluminum,Dissolved,0.87,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213303.0000000000,,Zinc,Total,0.11,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213317.0000000000,,Calcium,,10,mg/l,,3500-CA(D),APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213320.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213324.0000000000,,Aluminum,Total,0.95,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213299.0000000000,*Non-detect,Sodium,Total,,,,3111-B,APHA,,,,,,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213321.0000000000,*Non-detect,Fluoride,Total,,,,300(A),USEPA,,,,,,0.5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AA24086-2-20040819-0,Sample,8/19/2004,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065213301.0000000000,,Sulfate as SO4,,62,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212612.0000000000,,Iron,Total,8.09,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212616.0000000000,,Manganese,Total,3.17,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212617.0000000000,,Manganese,Dissolved,3.05,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212615.0000000000,,Magnesium,Total,51.7,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212608.0000000000,*Non-detect,Chromium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212613.0000000000,,Iron,Dissolved,5.85,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212624.0000000000,,Zinc,Total,0.24,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212614.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212602.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212601.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212598.0000000000,,Aluminum,Total,1.56,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212620.0000000000,,Sodium,Total,6.51,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212609.0000000000,,Copper,Total,0.013,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212599.0000000000,,Aluminum,Dissolved,0.061,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212607.0000000000,,Chloride,Total,9.1,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212610.0000000000,,Fluoride,Total,0.108,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212606.0000000000,,Calcium,,47.1,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212622.0000000000,,Sulfate as SO4,,291.5,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0408200047-1-20040819-0,Sample,8/19/2004,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065212600.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 22979-STONY2004-0,Sample,11/18/2004,STONYSPC,,211WVOWR-PNB-017-0025,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007929148.0000000000,,Iron,Total,20,ug/l,,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",12/13/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-METAL01 \\Custody_ID: WAPBASE 22979-STONY2004-0,Sample,11/18/2004,STONYSPC,,211WVOWR-PNB-017-0025,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007929147.0000000000,,Aluminum,Total,1270,ug/l,This value could be in violation of Water Quality Standards.,200.7(W),USEPA,,,,"Bio-Chem Testing, Inc.",12/13/2004,20,ug/l,,,STORET
211WVOWR,"WV Div of Environmental Protection, Office of Water Resource",211WVOWR-SAMPLE01 \\Custody_ID: WAPBASE 22979-STONY2004-0,Sample,11/18/2004,STONYSPC,,211WVOWR-PNB-017-0025,,,,GRAB01,GRAB01,GRAB01,,Unknown,STORET-100007929112.0000000000,,Sulfate as SO4,Total,2585,mg/l,,375.4,USEPA,,,,"Bio-Chem Testing, Inc.",11/26/2004,5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212196.0000000000,,Iron,Total,13.7,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212222.0000000000,*Non-detect,Chromium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212223.0000000000,,Copper,Total,0.002,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212197.0000000000,,Iron,Dissolved,11.7,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212199.0000000000,,Magnesium,Total,59.8,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212200.0000000000,,Manganese,Total,4.8,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212201.0000000000,,Manganese,Dissolved,4.69,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212208.0000000000,,Zinc,Total,0.101,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212198.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212218.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0411180097-1-20041118-0,Sample,11/18/2004,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065212219.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
